Call Id;Agent;Date;Time;Topic;Answered (Y/N);Resolved;Speed of answer in seconds;AvgTalkDuration;Satisfaction rating;Calls Answered (Y);Total Calls Resolved
ID0726;Joe;13.01.2021;0.41400462962963;Streaming;Y;N;50;12:01:53 AM;5;Y;
ID0727;Dan;13.01.2021;0.44299768518519;Streaming;Y;Y;88;12:04:10 AM;4;Y;
ID0728;Dan;13.01.2021;0.44299768518519;Admin Support;Y;Y;97;12:00:52 AM;3;Y;
ID0729;Diane;13.01.2021;0.46299768518519;Payment related;N;N;;;;N;
ID0730;Becky;13.01.2021;0.46299768518519;Streaming;Y;Y;110;12:04:43 AM;4;Y;
ID0731;Martha;13.01.2021;0.465;Streaming;N;N;;;;N;
ID0732;Jim;13.01.2021;0.465;Technical Support;Y;Y;104;12:03:24 AM;5;Y;
ID0733;Stewart;13.01.2021;0.49;Contract related;Y;N;79;12:04:58 AM;3;Y;
ID0734;Becky;13.01.2021;0.49;Payment related;Y;Y;70;12:01:31 AM;3;Y;
ID0735;Greg;13.01.2021;0.49599537037037;Admin Support;N;N;;;;N;
ID0736;Joe;13.01.2021;0.49599537037037;Streaming;Y;Y;70;12:05:39 AM;1;Y;
ID0737;Martha;13.01.2021;0.52200231481481;Contract related;Y;Y;33;12:00:52 AM;3;Y;
ID0738;Joe;13.01.2021;0.52200231481481;Payment related;Y;Y;124;12:00:54 AM;4;Y;
ID0739;Diane;13.01.2021;0.52599537037037;Payment related;Y;Y;77;12:02:04 AM;3;Y;
ID0740;Dan;13.01.2021;0.52599537037037;Streaming;Y;Y;33;12:06:21 AM;3;Y;
ID0741;Jim;13.01.2021;0.52799768518519;Contract related;Y;Y;96;12:01:07 AM;5;Y;
ID0742;Becky;13.01.2021;0.52799768518519;Streaming;N;N;;;;N;
ID0743;Joe;13.01.2021;0.585;Payment related;Y;Y;69;12:03:48 AM;5;Y;
ID0744;Dan;13.01.2021;0.585;Admin Support;Y;Y;58;12:06:32 AM;4;Y;
ID0745;Martha;13.01.2021;0.60200231481481;Admin Support;Y;N;112;12:00:40 AM;3;Y;
ID0746;Jim;13.01.2021;0.60200231481481;Technical Support;Y;Y;61;12:04:23 AM;3;Y;
ID0747;Dan;13.01.2021;0.61700231481481;Admin Support;Y;Y;89;12:03:12 AM;3;Y;
ID0748;Becky;13.01.2021;0.61700231481481;Payment related;Y;Y;84;12:03:12 AM;5;Y;
ID0749;Diane;13.01.2021;0.635;Technical Support;Y;Y;53;12:03:36 AM;3;Y;
ID0750;Becky;13.01.2021;0.635;Streaming;Y;Y;73;12:01:34 AM;3;Y;
ID0751;Stewart;13.01.2021;0.64400462962963;Contract related;Y;Y;12;12:02:11 AM;2;Y;
ID0752;Martha;13.01.2021;0.64400462962963;Admin Support;Y;Y;90;12:06:32 AM;4;Y;
ID0753;Stewart;13.01.2021;0.64900462962963;Technical Support;N;N;;;;N;
ID0754;Dan;13.01.2021;0.64900462962963;Technical Support;Y;Y;23;12:04:13 AM;5;Y;
ID0755;Greg;13.01.2021;0.65299768518519;Admin Support;Y;Y;98;12:05:08 AM;5;Y;
ID0756;Diane;13.01.2021;0.65299768518519;Contract related;Y;Y;28;12:01:03 AM;2;Y;
ID0757;Diane;13.01.2021;0.74900462962963;Technical Support;Y;Y;123;12:04:28 AM;3;Y;
ID0758;Becky;13.01.2021;0.74900462962963;Contract related;Y;Y;82;12:02:30 AM;5;Y;
ID0759;Martha;14.01.2021;0.37700231481481;Technical Support;Y;Y;57;12:04:48 AM;4;Y;
ID0760;Stewart;14.01.2021;0.37700231481481;Streaming;Y;Y;14;12:01:11 AM;5;Y;
ID0761;Joe;14.01.2021;0.385;Technical Support;Y;Y;114;12:00:37 AM;4;Y;
ID0762;Jim;14.01.2021;0.385;Payment related;Y;Y;53;12:04:21 AM;5;Y;
ID0763;Jim;14.01.2021;0.38700231481481;Technical Support;N;N;;;;N;
ID0764;Dan;14.01.2021;0.38700231481481;Technical Support;Y;Y;25;12:04:33 AM;4;Y;
ID0765;Greg;14.01.2021;0.39200231481481;Admin Support;Y;Y;86;12:03:20 AM;2;Y;
ID0766;Jim;14.01.2021;0.39200231481481;Payment related;Y;Y;51;12:02:08 AM;4;Y;
ID0767;Stewart;14.01.2021;0.41799768518519;Technical Support;Y;Y;31;12:00:56 AM;4;Y;
ID0768;Dan;14.01.2021;0.41799768518519;Streaming;N;N;;;;N;
ID0769;Martha;14.01.2021;0.45400462962963;Payment related;Y;Y;124;12:05:04 AM;4;Y;
ID0770;Jim;14.01.2021;0.45400462962963;Streaming;Y;Y;116;12:06:48 AM;2;Y;
ID0771;Becky;14.01.2021;0.47200231481481;Contract related;Y;Y;41;12:04:03 AM;2;Y;
ID0772;Greg;14.01.2021;0.47200231481481;Contract related;Y;Y;53;12:04:38 AM;2;Y;
ID0773;Martha;14.01.2021;0.48099537037037;Technical Support;Y;Y;85;12:02:04 AM;4;Y;
ID0774;Joe;14.01.2021;0.48099537037037;Streaming;Y;Y;18;12:04:38 AM;5;Y;
ID0775;Stewart;14.01.2021;0.48299768518519;Payment related;Y;Y;17;12:04:13 AM;4;Y;
ID0776;Joe;14.01.2021;0.48299768518519;Technical Support;Y;Y;102;12:02:58 AM;4;Y;
ID0777;Jim;14.01.2021;0.50099537037037;Technical Support;Y;Y;26;12:06:41 AM;1;Y;
ID0778;Joe;14.01.2021;0.50099537037037;Payment related;Y;Y;107;12:06:22 AM;3;Y;
ID0779;Greg;14.01.2021;0.50400462962963;Technical Support;N;N;;;;N;
ID0780;Greg;14.01.2021;0.50400462962963;Streaming;Y;Y;35;12:04:24 AM;5;Y;
ID0781;Joe;14.01.2021;0.50799768518519;Technical Support;Y;Y;100;12:05:24 AM;2;Y;
ID0782;Diane;14.01.2021;0.50799768518519;Admin Support;Y;Y;12;12:06:19 AM;4;Y;
ID0783;Jim;14.01.2021;0.52299768518519;Payment related;Y;Y;43;12:03:54 AM;4;Y;
ID0784;Becky;14.01.2021;0.52299768518519;Payment related;Y;Y;68;12:01:49 AM;4;Y;
ID0785;Joe;14.01.2021;0.53;Streaming;Y;Y;81;12:01:55 AM;3;Y;
ID0786;Martha;14.01.2021;0.53;Contract related;Y;N;49;12:06:21 AM;5;Y;
ID0787;Dan;14.01.2021;0.54299768518519;Technical Support;Y;Y;101;12:06:10 AM;3;Y;
ID0788;Joe;14.01.2021;0.54299768518519;Contract related;Y;Y;72;12:05:58 AM;3;Y;
ID0789;Martha;14.01.2021;0.56299768518519;Technical Support;Y;Y;18;12:01:50 AM;3;Y;
ID0790;Diane;14.01.2021;0.56299768518519;Contract related;Y;Y;86;12:04:33 AM;5;Y;
ID0791;Dan;14.01.2021;0.56599537037037;Admin Support;Y;Y;109;12:00:38 AM;4;Y;
ID0792;Martha;14.01.2021;0.56599537037037;Technical Support;N;N;;;;N;
ID0793;Martha;14.01.2021;0.59;Admin Support;Y;Y;32;12:04:12 AM;2;Y;
ID0794;Dan;14.01.2021;0.59;Contract related;Y;Y;68;12:05:15 AM;3;Y;
ID0795;Joe;14.01.2021;0.61;Technical Support;Y;Y;10;12:06:57 AM;4;Y;
ID0796;Jim;14.01.2021;0.61;Payment related;Y;Y;76;12:04:47 AM;5;Y;
ID0797;Dan;14.01.2021;0.62299768518519;Payment related;Y;Y;124;12:06:33 AM;3;Y;
ID0798;Becky;14.01.2021;0.62299768518519;Technical Support;Y;Y;28;12:04:12 AM;3;Y;
ID0799;Becky;14.01.2021;0.63900462962963;Streaming;Y;Y;107;12:01:39 AM;4;Y;
ID0800;Martha;14.01.2021;0.63900462962963;Admin Support;N;N;;;;N;
ID0801;Diane;14.01.2021;0.66099537037037;Streaming;N;N;;;;N;
ID0802;Martha;14.01.2021;0.66099537037037;Admin Support;N;N;;;;N;
ID0803;Stewart;14.01.2021;0.66299768518519;Streaming;N;N;;;;N;
ID0804;Joe;14.01.2021;0.66299768518519;Technical Support;N;N;;;;N;
ID0805;Diane;14.01.2021;0.68599537037037;Contract related;Y;Y;21;12:01:40 AM;4;Y;
ID0806;Dan;14.01.2021;0.68599537037037;Streaming;Y;Y;66;12:05:43 AM;2;Y;
ID0807;Becky;14.01.2021;0.69400462962963;Technical Support;N;N;;;;N;
ID0808;Greg;14.01.2021;0.69400462962963;Streaming;Y;Y;19;12:06:32 AM;3;Y;
ID0809;Greg;14.01.2021;0.72200231481481;Contract related;Y;Y;100;12:05:59 AM;4;Y;
ID0810;Jim;14.01.2021;0.72200231481481;Technical Support;Y;Y;108;12:06:24 AM;4;Y;
ID0811;Stewart;14.01.2021;0.72400462962963;Technical Support;Y;Y;123;12:04:35 AM;1;Y;
ID0812;Greg;14.01.2021;0.72400462962963;Contract related;N;N;;;;N;
ID0813;Dan;14.01.2021;0.73099537037037;Contract related;Y;Y;76;12:02:07 AM;2;Y;
ID0814;Joe;14.01.2021;0.73099537037037;Contract related;Y;Y;78;12:01:33 AM;2;Y;
ID0815;Becky;14.01.2021;0.73099537037037;Streaming;Y;Y;17;12:02:33 AM;1;Y;
ID0816;Diane;14.01.2021;0.73099537037037;Streaming;Y;Y;60;12:04:13 AM;4;Y;
ID0817;Jim;15.01.2021;0.40299768518519;Contract related;Y;Y;76;12:01:47 AM;3;Y;
ID0818;Greg;15.01.2021;0.40299768518519;Contract related;Y;Y;80;12:04:02 AM;4;Y;
ID0819;Greg;15.01.2021;0.40299768518519;Admin Support;Y;N;20;12:05:37 AM;4;Y;
ID0820;Becky;15.01.2021;0.40299768518519;Admin Support;Y;Y;82;12:06:22 AM;3;Y;
ID0821;Stewart;15.01.2021;0.41;Technical Support;Y;Y;33;12:05:52 AM;3;Y;
ID0822;Stewart;15.01.2021;0.41;Admin Support;Y;Y;93;12:01:56 AM;3;Y;
ID0823;Diane;15.01.2021;0.45599537037037;Streaming;Y;Y;29;12:03:00 AM;4;Y;
ID0824;Martha;15.01.2021;0.45599537037037;Admin Support;Y;Y;83;12:06:53 AM;4;Y;
ID0825;Stewart;15.01.2021;0.48;Payment related;Y;Y;113;12:02:01 AM;4;Y;
ID0826;Stewart;15.01.2021;0.48;Admin Support;Y;Y;21;12:03:26 AM;4;Y;
ID0827;Becky;15.01.2021;0.485;Admin Support;Y;N;82;12:02:40 AM;4;Y;
ID0828;Diane;15.01.2021;0.485;Streaming;Y;Y;91;12:03:47 AM;3;Y;
ID0829;Dan;15.01.2021;0.49;Technical Support;Y;Y;111;12:00:40 AM;4;Y;
ID0830;Martha;15.01.2021;0.49;Admin Support;Y;Y;70;12:05:13 AM;4;Y;
ID0831;Dan;15.01.2021;0.57400462962963;Technical Support;N;N;;;;N;
ID0832;Joe;15.01.2021;0.57400462962963;Streaming;Y;Y;58;12:04:19 AM;4;Y;
ID0833;Jim;15.01.2021;0.57900462962963;Streaming;Y;Y;10;12:05:27 AM;4;Y;
ID0834;Becky;15.01.2021;0.57900462962963;Payment related;Y;Y;77;12:03:00 AM;1;Y;
ID0835;Diane;15.01.2021;0.58900462962963;Streaming;Y;Y;92;12:03:59 AM;4;Y;
ID0836;Jim;15.01.2021;0.58900462962963;Admin Support;Y;Y;59;12:02:09 AM;1;Y;
ID0837;Diane;15.01.2021;0.59299768518519;Admin Support;Y;Y;42;12:04:19 AM;2;Y;
ID0838;Greg;15.01.2021;0.59299768518519;Payment related;Y;Y;110;12:04:32 AM;3;Y;
ID0839;Jim;15.01.2021;0.62599537037037;Contract related;Y;Y;21;12:01:32 AM;5;Y;
ID0840;Diane;15.01.2021;0.62599537037037;Payment related;N;N;;;;N;
ID0841;Diane;15.01.2021;0.64;Technical Support;Y;N;60;12:03:28 AM;4;Y;
ID0842;Greg;15.01.2021;0.64;Payment related;Y;Y;93;12:02:25 AM;2;Y;
ID0843;Greg;15.01.2021;0.64599537037037;Contract related;N;N;;;;N;
ID0844;Diane;15.01.2021;0.64599537037037;Streaming;Y;Y;79;12:06:12 AM;3;Y;
ID0845;Diane;15.01.2021;0.65700231481481;Technical Support;Y;Y;21;12:05:57 AM;5;Y;
ID0846;Stewart;15.01.2021;0.65700231481481;Contract related;Y;Y;102;12:02:46 AM;5;Y;
ID0847;Joe;15.01.2021;0.67099537037037;Payment related;Y;N;10;12:01:18 AM;5;Y;
ID0848;Stewart;15.01.2021;0.67099537037037;Technical Support;Y;Y;117;12:00:41 AM;4;Y;
ID0849;Becky;15.01.2021;0.69299768518519;Contract related;Y;Y;45;12:06:53 AM;3;Y;
ID0850;Greg;15.01.2021;0.69299768518519;Admin Support;Y;N;50;12:01:01 AM;3;Y;
ID0851;Becky;15.01.2021;0.695;Admin Support;Y;Y;42;12:02:48 AM;3;Y;
ID0852;Jim;15.01.2021;0.695;Contract related;Y;Y;86;12:06:03 AM;3;Y;
ID0853;Jim;15.01.2021;0.69700231481481;Contract related;Y;Y;92;12:04:43 AM;5;Y;
ID0854;Diane;15.01.2021;0.69700231481481;Streaming;Y;Y;54;12:05:39 AM;5;Y;
ID0855;Dan;15.01.2021;0.72299768518519;Streaming;Y;Y;76;12:06:35 AM;3;Y;
ID0856;Greg;15.01.2021;0.72299768518519;Admin Support;Y;Y;49;12:01:59 AM;5;Y;
ID0857;Joe;15.01.2021;0.735;Contract related;Y;Y;13;12:04:50 AM;3;Y;
ID0858;Becky;15.01.2021;0.735;Payment related;N;N;;;;N;
ID0859;Becky;15.01.2021;0.73700231481481;Streaming;Y;Y;24;12:05:30 AM;5;Y;
ID0860;Becky;15.01.2021;0.73700231481481;Streaming;Y;Y;71;12:02:39 AM;3;Y;
ID0861;Stewart;15.01.2021;0.75;Admin Support;Y;Y;42;12:06:13 AM;3;Y;
ID0862;Becky;15.01.2021;0.75;Streaming;Y;Y;63;12:05:25 AM;1;Y;
ID0863;Becky;16.01.2021;0.375;Technical Support;Y;N;19;12:00:36 AM;5;Y;
ID0864;Dan;16.01.2021;0.375;Streaming;Y;Y;107;12:05:11 AM;1;Y;
ID0865;Dan;16.01.2021;0.43099537037037;Technical Support;N;N;;;;N;
ID0866;Martha;16.01.2021;0.43099537037037;Admin Support;Y;Y;85;12:05:21 AM;4;Y;
ID0867;Diane;16.01.2021;0.43799768518519;Technical Support;Y;Y;15;12:01:09 AM;2;Y;
ID0868;Becky;16.01.2021;0.43799768518519;Technical Support;Y;Y;111;12:06:45 AM;5;Y;
ID0869;Diane;16.01.2021;0.45299768518519;Contract related;Y;Y;23;12:01:01 AM;4;Y;
ID0870;Dan;16.01.2021;0.45299768518519;Payment related;Y;Y;115;12:00:36 AM;3;Y;
ID0871;Jim;16.01.2021;0.46400462962963;Technical Support;Y;Y;83;12:00:52 AM;3;Y;
ID0872;Greg;16.01.2021;0.46400462962963;Admin Support;N;N;;;;N;
ID0873;Becky;16.01.2021;0.51;Streaming;N;N;;;;N;
ID0874;Greg;16.01.2021;0.51;Technical Support;Y;Y;50;12:06:29 AM;3;Y;
ID0875;Becky;16.01.2021;0.52;Payment related;Y;Y;19;12:01:23 AM;3;Y;
ID0876;Diane;16.01.2021;0.52;Contract related;Y;N;107;12:03:36 AM;4;Y;
ID0877;Joe;16.01.2021;0.53099537037037;Admin Support;Y;N;121;12:03:49 AM;3;Y;
ID0878;Dan;16.01.2021;0.53099537037037;Payment related;Y;Y;55;12:05:07 AM;3;Y;
ID0879;Becky;16.01.2021;0.53900462962963;Streaming;Y;Y;92;12:01:19 AM;2;Y;
ID0880;Stewart;16.01.2021;0.53900462962963;Admin Support;Y;N;24;12:05:48 AM;3;Y;
ID0881;Martha;16.01.2021;0.54400462962963;Technical Support;N;N;;;;N;
ID0882;Jim;16.01.2021;0.54400462962963;Streaming;Y;Y;58;12:02:18 AM;5;Y;
ID0883;Dan;16.01.2021;0.56599537037037;Technical Support;N;N;;;;N;
ID0884;Stewart;16.01.2021;0.56599537037037;Payment related;N;N;;;;N;
ID0885;Greg;16.01.2021;0.56700231481481;Streaming;Y;Y;28;12:06:55 AM;4;Y;
ID0886;Joe;16.01.2021;0.56700231481481;Technical Support;Y;Y;30;12:06:49 AM;4;Y;
ID0887;Greg;16.01.2021;0.585;Admin Support;Y;Y;84;12:02:42 AM;3;Y;
ID0888;Jim;16.01.2021;0.585;Technical Support;Y;Y;78;12:04:57 AM;2;Y;
ID0889;Jim;16.01.2021;0.59099537037037;Admin Support;Y;Y;122;12:01:05 AM;3;Y;
ID0890;Diane;16.01.2021;0.59099537037037;Contract related;Y;Y;26;12:01:11 AM;1;Y;
ID0891;Jim;16.01.2021;0.60099537037037;Technical Support;Y;Y;95;12:00:57 AM;3;Y;
ID0892;Stewart;16.01.2021;0.60099537037037;Technical Support;Y;Y;45;12:01:48 AM;4;Y;
ID0893;Diane;16.01.2021;0.61099537037037;Technical Support;N;N;;;;N;
ID0894;Diane;16.01.2021;0.61099537037037;Contract related;N;N;;;;N;
ID0895;Dan;16.01.2021;0.61799768518519;Streaming;Y;N;76;12:06:40 AM;3;Y;
ID0896;Martha;16.01.2021;0.61799768518519;Streaming;Y;N;97;12:01:36 AM;4;Y;
ID0897;Stewart;16.01.2021;0.64200231481481;Technical Support;N;N;;;;N;
ID0898;Stewart;16.01.2021;0.64200231481481;Contract related;Y;Y;22;12:02:57 AM;3;Y;
ID0899;Becky;16.01.2021;0.64599537037037;Streaming;Y;N;55;12:00:52 AM;3;Y;
ID0900;Joe;16.01.2021;0.64599537037037;Payment related;Y;N;64;12:01:08 AM;4;Y;
ID0901;Greg;16.01.2021;0.65799768518519;Streaming;Y;Y;87;12:01:13 AM;3;Y;
ID0902;Stewart;16.01.2021;0.65799768518519;Technical Support;N;N;;;;N;
ID0903;Martha;16.01.2021;0.66200231481481;Streaming;Y;Y;79;12:04:00 AM;4;Y;
ID0904;Becky;16.01.2021;0.66200231481481;Contract related;Y;Y;33;12:05:02 AM;4;Y;
ID0905;Joe;16.01.2021;0.69099537037037;Technical Support;Y;Y;114;12:05:22 AM;4;Y;
ID0906;Stewart;16.01.2021;0.69099537037037;Technical Support;Y;Y;112;12:00:54 AM;5;Y;
ID0907;Becky;16.01.2021;0.69200231481481;Technical Support;Y;Y;61;12:06:14 AM;3;Y;
ID0908;Jim;16.01.2021;0.69200231481481;Technical Support;N;N;;;;N;
ID0909;Jim;16.01.2021;0.70299768518519;Payment related;Y;N;58;12:04:31 AM;2;Y;
ID0910;Becky;16.01.2021;0.70299768518519;Streaming;Y;Y;13;12:02:05 AM;3;Y;
ID0911;Stewart;16.01.2021;0.73799768518519;Contract related;Y;Y;36;12:03:58 AM;4;Y;
ID0912;Greg;16.01.2021;0.73799768518519;Contract related;Y;Y;48;12:03:38 AM;3;Y;
ID0913;Stewart;16.01.2021;0.74799768518519;Payment related;Y;Y;99;12:00:33 AM;5;Y;
ID0914;Joe;16.01.2021;0.74799768518519;Technical Support;Y;Y;78;12:01:47 AM;3;Y;
ID0915;Greg;16.01.2021;0.74900462962963;Streaming;Y;Y;82;12:02:52 AM;4;Y;
ID0916;Becky;16.01.2021;0.74900462962963;Admin Support;N;N;;;;N;
ID0917;Stewart;16.01.2021;0.75;Streaming;Y;Y;19;12:01:43 AM;5;Y;
ID0918;Becky;16.01.2021;0.75;Streaming;Y;Y;34;12:06:45 AM;4;Y;
ID0919;Becky;17.01.2021;0.41099537037037;Technical Support;Y;Y;89;12:03:11 AM;3;Y;
ID0920;Martha;17.01.2021;0.41099537037037;Contract related;Y;Y;116;12:06:18 AM;4;Y;
ID0921;Martha;17.01.2021;0.43900462962963;Streaming;Y;Y;88;12:04:03 AM;4;Y;
ID0922;Stewart;17.01.2021;0.43900462962963;Streaming;Y;Y;15;12:03:04 AM;3;Y;
ID0923;Martha;17.01.2021;0.48799768518519;Contract related;Y;Y;59;12:02:17 AM;5;Y;
ID0924;Greg;17.01.2021;0.48799768518519;Contract related;N;N;;;;N;
ID0925;Martha;17.01.2021;0.48799768518519;Contract related;Y;Y;125;12:03:09 AM;2;Y;
ID0926;Greg;17.01.2021;0.48799768518519;Streaming;Y;Y;88;12:04:06 AM;4;Y;
ID0927;Jim;17.01.2021;0.49;Streaming;Y;Y;20;12:04:39 AM;5;Y;
ID0928;Stewart;17.01.2021;0.49;Contract related;Y;Y;64;12:05:46 AM;3;Y;
ID0929;Jim;17.01.2021;0.52700231481481;Streaming;N;N;;;;N;
ID0930;Stewart;17.01.2021;0.52700231481481;Admin Support;Y;Y;111;12:02:19 AM;5;Y;
ID0931;Joe;17.01.2021;0.53099537037037;Admin Support;N;N;;;;N;
ID0932;Jim;17.01.2021;0.53099537037037;Technical Support;N;N;;;;N;
ID0933;Joe;17.01.2021;0.56200231481481;Technical Support;Y;Y;40;12:03:01 AM;4;Y;
ID0934;Martha;17.01.2021;0.56200231481481;Technical Support;Y;Y;35;12:03:07 AM;2;Y;
ID0935;Martha;17.01.2021;0.56299768518519;Contract related;Y;Y;106;12:02:47 AM;5;Y;
ID0936;Diane;17.01.2021;0.56299768518519;Payment related;Y;Y;97;12:02:39 AM;2;Y;
ID0937;Diane;17.01.2021;0.56700231481481;Contract related;Y;Y;67;12:01:51 AM;3;Y;
ID0938;Stewart;17.01.2021;0.56700231481481;Contract related;Y;Y;98;12:01:16 AM;5;Y;
ID0939;Joe;17.01.2021;0.57900462962963;Contract related;Y;Y;120;12:02:20 AM;4;Y;
ID0940;Becky;17.01.2021;0.57900462962963;Technical Support;Y;Y;91;12:00:45 AM;5;Y;
ID0941;Martha;17.01.2021;0.58400462962963;Payment related;Y;Y;22;12:04:53 AM;5;Y;
ID0942;Diane;17.01.2021;0.58400462962963;Streaming;Y;N;113;12:02:45 AM;2;Y;
ID0943;Diane;17.01.2021;0.59599537037037;Streaming;N;N;;;;N;
ID0944;Jim;17.01.2021;0.59599537037037;Payment related;Y;Y;60;12:01:58 AM;4;Y;
ID0945;Diane;17.01.2021;0.60299768518519;Payment related;Y;Y;97;12:02:35 AM;5;Y;
ID0946;Becky;17.01.2021;0.60299768518519;Streaming;Y;Y;118;12:00:52 AM;4;Y;
ID0947;Dan;17.01.2021;0.605;Technical Support;Y;Y;19;12:01:21 AM;5;Y;
ID0948;Stewart;17.01.2021;0.605;Contract related;N;N;;;;N;
ID0949;Greg;17.01.2021;0.625;Streaming;N;N;;;;N;
ID0950;Dan;17.01.2021;0.625;Streaming;Y;Y;124;12:06:18 AM;4;Y;
ID0951;Dan;17.01.2021;0.62599537037037;Payment related;Y;Y;53;12:05:11 AM;2;Y;
ID0952;Diane;17.01.2021;0.62599537037037;Admin Support;Y;Y;61;12:00:38 AM;5;Y;
ID0953;Joe;17.01.2021;0.64;Contract related;Y;Y;18;12:00:46 AM;1;Y;
ID0954;Greg;17.01.2021;0.64;Admin Support;Y;Y;80;12:01:16 AM;3;Y;
ID0955;Stewart;17.01.2021;0.68200231481481;Technical Support;Y;Y;47;12:04:08 AM;4;Y;
ID0956;Stewart;17.01.2021;0.68200231481481;Payment related;Y;Y;101;12:05:20 AM;2;Y;
ID0957;Joe;17.01.2021;0.68400462962963;Streaming;Y;Y;71;12:05:40 AM;3;Y;
ID0958;Martha;17.01.2021;0.68400462962963;Technical Support;Y;Y;44;12:04:07 AM;4;Y;
ID0959;Becky;17.01.2021;0.68700231481481;Payment related;Y;Y;14;12:03:00 AM;4;Y;
ID0960;Martha;17.01.2021;0.68700231481481;Payment related;N;N;;;;N;
ID0961;Jim;17.01.2021;0.71299768518519;Contract related;Y;Y;44;12:02:40 AM;2;Y;
ID0962;Diane;17.01.2021;0.71299768518519;Admin Support;Y;Y;97;12:06:46 AM;4;Y;
ID0963;Becky;17.01.2021;0.72;Streaming;N;N;;;;N;
ID0964;Diane;17.01.2021;0.72;Admin Support;Y;N;91;12:04:09 AM;3;Y;
ID0965;Dan;17.01.2021;0.72299768518519;Payment related;Y;Y;48;12:03:13 AM;3;Y;
ID0966;Greg;17.01.2021;0.72299768518519;Contract related;Y;Y;45;12:01:39 AM;3;Y;
ID0967;Becky;17.01.2021;0.74599537037037;Admin Support;Y;Y;60;12:02:00 AM;5;Y;
ID0968;Jim;17.01.2021;0.74599537037037;Streaming;Y;Y;85;12:05:32 AM;4;Y;
ID0969;Joe;18.01.2021;0.39200231481481;Admin Support;Y;Y;53;12:06:06 AM;4;Y;
ID0970;Greg;18.01.2021;0.39200231481481;Contract related;Y;N;27;12:06:14 AM;5;Y;
ID0971;Joe;18.01.2021;0.39200231481481;Admin Support;Y;Y;30;12:04:03 AM;3;Y;
ID0972;Dan;18.01.2021;0.39200231481481;Contract related;N;N;;;;N;
ID0973;Jim;18.01.2021;0.39700231481481;Admin Support;Y;Y;113;12:03:01 AM;5;Y;
ID0974;Jim;18.01.2021;0.39700231481481;Technical Support;N;N;;;;N;
ID0975;Diane;18.01.2021;0.4;Admin Support;N;N;;;;N;
ID0976;Jim;18.01.2021;0.4;Streaming;Y;Y;80;12:06:57 AM;4;Y;
ID0977;Stewart;18.01.2021;0.42799768518519;Contract related;Y;Y;45;12:07:00 AM;5;Y;
ID0978;Joe;18.01.2021;0.42799768518519;Admin Support;Y;Y;95;12:02:16 AM;1;Y;
ID0979;Martha;18.01.2021;0.47799768518519;Streaming;N;N;;;;N;
ID0980;Dan;18.01.2021;0.47799768518519;Payment related;Y;Y;33;12:01:28 AM;3;Y;
ID0981;Stewart;18.01.2021;0.49099537037037;Payment related;N;N;;;;N;
ID0982;Jim;18.01.2021;0.49099537037037;Streaming;Y;Y;90;12:06:47 AM;3;Y;
ID0983;Greg;18.01.2021;0.49400462962963;Payment related;Y;Y;90;12:02:14 AM;3;Y;
ID0984;Jim;18.01.2021;0.49400462962963;Streaming;Y;N;57;12:04:10 AM;1;Y;
ID0985;Becky;18.01.2021;0.49700231481481;Admin Support;Y;Y;123;12:05:50 AM;2;Y;
ID0986;Diane;18.01.2021;0.49700231481481;Admin Support;Y;Y;39;12:06:51 AM;4;Y;
ID0987;Greg;18.01.2021;0.49799768518519;Technical Support;Y;N;38;12:02:16 AM;5;Y;
ID0988;Diane;18.01.2021;0.49799768518519;Streaming;Y;Y;26;12:01:35 AM;1;Y;
ID0989;Diane;18.01.2021;0.49900462962963;Contract related;Y;Y;43;12:02:34 AM;3;Y;
ID0990;Jim;18.01.2021;0.49900462962963;Streaming;Y;Y;89;12:05:53 AM;3;Y;
ID0991;Jim;18.01.2021;0.5;Contract related;Y;Y;121;12:05:24 AM;3;Y;
ID0992;Jim;18.01.2021;0.5;Payment related;Y;Y;114;12:03:10 AM;4;Y;
ID0993;Stewart;18.01.2021;0.52400462962963;Contract related;N;N;;;;N;
ID0994;Dan;18.01.2021;0.52400462962963;Technical Support;N;N;;;;N;
ID0995;Becky;18.01.2021;0.52599537037037;Streaming;N;N;;;;N;
ID0996;Becky;18.01.2021;0.52599537037037;Admin Support;Y;N;101;12:04:36 AM;3;Y;
ID0997;Joe;18.01.2021;0.52700231481481;Payment related;Y;Y;87;12:05:19 AM;4;Y;
ID0998;Greg;18.01.2021;0.52700231481481;Admin Support;Y;Y;22;12:06:02 AM;5;Y;
ID0999;Stewart;18.01.2021;0.52900462962963;Streaming;Y;Y;19;12:03:57 AM;2;Y;
ID1000;Becky;18.01.2021;0.52900462962963;Admin Support;Y;Y;31;12:02:30 AM;4;Y;
ID1001;Martha;18.01.2021;0.53400462962963;Payment related;Y;Y;24;12:06:03 AM;4;Y;
ID1002;Dan;18.01.2021;0.53400462962963;Payment related;Y;N;94;12:04:42 AM;4;Y;
ID1003;Dan;18.01.2021;0.54900462962963;Streaming;Y;Y;79;12:00:47 AM;4;Y;
ID1004;Jim;18.01.2021;0.54900462962963;Technical Support;N;N;;;;N;
ID1005;Martha;18.01.2021;0.54900462962963;Admin Support;Y;Y;87;12:04:40 AM;4;Y;
ID1006;Dan;18.01.2021;0.54900462962963;Contract related;Y;N;65;12:06:04 AM;4;Y;
ID1007;Martha;18.01.2021;0.62400462962963;Contract related;Y;Y;36;12:04:23 AM;3;Y;
